Refcode  Volume(A3) Mass(g/mol) Density(g/cm3)  FHe,T(-) FG,T(-) FHe,A(-) FG,A(-)  SAC,T(A2) SAC,T(m2/cm3) SAC,T(m2/g) SAC,A(A2) SAC,A(m2/cm3) SAC,A(m2/g)  VPO,T(A3) VPO,T(cm3/g) FPO,T(-) VPO,A(A3) VPO,A(cm3/g) FPO,A(-)  Accesibility Porosity   PLD(A) LCD(A)     Dimensionality     Year
EWIHIC    49028.983  43789.680  1.483      0.353095  0.430501  0.353095  0.430501      1.90  0.39  0.26  3.61  0.74  0.50      12294.86091  0.169  0.25077  12155.55433  0.167  0.24793       Yes  Yes  3.30  4.08  2D    2012
EWIKAX03    35179.322  21591.864  1.019      0.249932  0.459645  0.249932  0.459645      14.58  4.14  4.07  0.00  0.00  0.00      8136.75734  0.227  0.23129  0.00000  0.000  0.00000       No  No  1.64  4.16  2D    2011
EWIKAX04    36419.765  21591.864  0.984      0.249891  0.470336  0.249891  0.470336      35.30  9.69  9.85  0.00  0.00  0.00      8509.95123  0.237  0.23366  0.00000  0.000  0.00000       No  No  1.48  4.18  2D    2011
EWIMON    46994.048  30811.392  1.089      0.396426  0.499311  0.396426  0.499311      3277.73  697.48  640.64  3355.69  714.07  655.88      15235.61626  0.298  0.32420  15172.26162  0.297  0.32285       Yes  Yes  3.57  5.71  1D    2011
EWOBAV    34097.951  27029.760  1.316      0.184774  0.411081  0.184774  0.411081      307.18  90.09  68.44  0.00  0.00  0.00      4468.63363  0.100  0.13105  0.00000  0.000  0.00000       No  No  2.67  4.78  1D    2016
EWOPIR    49423.479  42231.584  1.419      0.150198  0.358774  0.150198  0.358774      142.98  28.93  20.39  0.00  0.00  0.00      5748.66899  0.082  0.11631  0.00000  0.000  0.00000       No  No  2.01  4.30  2D    2016
EWOTAM    55426.935  32298.576  0.968      0.479767  0.558085  0.479767  0.558085      4208.21  759.24  784.63  4122.05  743.69  768.57      22884.20080  0.427  0.41287  22073.75735  0.412  0.39825       Yes  Yes  4.09  5.70  1D    2011
EWUCOP    31002.185  21281.328  1.140      0.554691  0.571740  0.554691  0.571740      371.83  119.94  105.22  302.45  97.56  85.59      14563.01732  0.412  0.46974  12216.20197  0.346  0.39404       Yes  Yes  3.33  4.33  1D    2011
EWUGEJ    33463.785  27627.151  1.371      0.509552  0.591460  0.509552  0.591460      3941.19  1177.75  859.10  3867.93  1155.86  843.13      15398.56553  0.336  0.46016  15248.14253  0.332  0.45566       Yes  Yes  6.32  8.61  1D    2011
EWUGIN    34673.179  27627.151  1.323      0.533579  0.601453  0.533579  0.601453      4734.14  1365.36  1031.94  4687.36  1351.87  1021.75      16789.80268  0.366  0.48423  16660.50597  0.363  0.48050       Yes  Yes  7.40  8.87  1D    2011
EWULEO    53826.092  17307.216  0.534      0.715671  0.728132  0.715671  0.728132      10387.03  1929.74  3614.23  10461.40  1943.55  3640.10      35065.53437  1.220  0.65146  34881.32960  1.214  0.64804       Yes  Yes  6.72  8.66  1D    2011
EWUTEV    36426.985  45296.320  2.065      0.227334  0.388122  0.227334  0.388122      149.29  40.98  19.85  0.00  0.00  0.00      5949.32238  0.079  0.16332  0.00000  0.000  0.00000       No  No  1.72  4.36  1D    2004
EWUVID    62913.509  42950.096  1.134      0.381087  0.452984  0.381087  0.452984      1722.67  273.82  241.54  0.00  0.00  0.00      17985.61490  0.252  0.28588  0.00000  0.000  0.00000       No  No  2.92  5.23  1D    2016
EXABUB    28076.997  28695.040  1.697      0.194314  0.359037  0.194314  0.359037      259.88  92.56  54.54  0.00  0.00  0.00      3744.97886  0.079  0.13338  0.00000  0.000  0.00000       No  No  1.46  4.77  1D    2011
EXABUC    24876.481  18949.440  1.265      0.441504  0.614621  0.441504  0.614621      2012.46  808.98  639.56  1996.56  802.59  634.51      10805.16907  0.343  0.43435  11005.46299  0.350  0.44240       Yes  Yes  4.76  5.49  2D    2016
EXACAI01    27889.570  28797.696  1.715      0.194633  0.356210  0.194633  0.356210      250.80  89.93  52.45  0.00  0.00  0.00      3681.74281  0.077  0.13201  0.00000  0.000  0.00000       No  No  1.18  4.74  3D    2011
EXACAI    27959.460  28797.696  1.710      0.197268  0.359966  0.197268  0.359966      252.41  90.28  52.78  0.00  0.00  0.00      3765.11658  0.079  0.13466  0.00000  0.000  0.00000       No  No  1.46  4.76  1D    2011
EXACEM    27501.840  29136.000  1.759      0.194315  0.351282  0.194315  0.351282      213.87  77.76  44.20  0.00  0.00  0.00      3632.49963  0.075  0.13208  0.00000  0.000  0.00000       No  No  1.16  4.65  3D    2011
EXACIQ    27546.213  29243.219  1.763      0.195334  0.352727  0.195334  0.352727      215.30  78.16  44.34  0.00  0.00  0.00      3644.58780  0.075  0.13231  0.00000  0.000  0.00000       No  No  1.16  4.64  3D    2011
EXACOW    27621.040  29472.000  1.772      0.195819  0.354019  0.195819  0.354019      229.95  83.25  46.99  0.00  0.00  0.00      3651.25465  0.075  0.13219  0.00000  0.000  0.00000       No  No  1.17  4.70  3D    2011
EXACUC    27577.140  29627.539  1.784      0.195729  0.353117  0.195729  0.353117      222.24  80.59  45.17  0.00  0.00  0.00      3710.17055  0.075  0.13454  0.00000  0.000  0.00000       No  No  1.17  4.68  3D    2011
EXADAJ    27282.156  29776.576  1.812      0.198227  0.350574  0.198227  0.350574      216.36  79.30  43.76  0.00  0.00  0.00      3602.92380  0.073  0.13206  0.00000  0.000  0.00000       No  No  1.16  4.65  3D    2011
EXAJOE    36586.380  27477.072  1.247      0.203393  0.419524  0.203393  0.419524      671.57  183.56  147.19  672.08  183.70  147.30      5791.13081  0.127  0.15829  5857.13098  0.128  0.16009       Yes  Yes  3.63  4.84  1D    2016
EXALOF    56418.904  43239.456  1.273      0.324122  0.440938  0.324122  0.440938      1519.52  269.33  211.63  1252.83  222.06  174.49      14498.47927  0.202  0.25698  9398.63670  0.131  0.16659       Yes  Yes  3.78  5.35  1D    2011
EXAMIA    57473.730  42202.656  1.219      0.320884  0.447076  0.320884  0.447076      1903.51  331.20  271.62  1105.02  192.26  157.68      14952.01024  0.213  0.26015  8756.90856  0.125  0.15236       Yes  Yes  4.03  5.37  2D    2011
EXAMOG    57007.910  42480.720  1.237      0.317360  0.443108  0.317360  0.443108      1641.41  287.93  232.69  1413.52  247.95  200.38      14446.60110  0.205  0.25341  9361.61981  0.133  0.16422       Yes  Yes  3.86  5.30  2D    2011
EXAPEA    28638.820  24961.728  1.447      0.167970  0.368186  0.167970  0.368186      182.89  63.86  44.12  86.67  30.26  20.91      3769.63333  0.091  0.13163  1861.09170  0.045  0.06498       Yes  Yes  3.37  4.93  1D    2016
EXAROL    34129.188  19048.824  0.927      0.580256  0.629941  0.580256  0.629941      6506.03  1906.30  2056.83  6440.22  1887.01  2036.03      18691.56494  0.591  0.54767  18620.61697  0.589  0.54559       Yes  Yes  5.01  6.42  1D    2011
EXAVIK    42500.945  29658.542  1.159      0.463987  0.533568  0.463987  0.533568      2994.82  704.65  608.10  2974.76  699.93  604.02      16919.43210  0.344  0.39810  16849.13290  0.342  0.39644       Yes  Yes  3.94  5.26  1D    2016
EXEHEV01    30845.769  16182.864  0.871      0.603006  0.651135  0.603006  0.651135      4219.83  1368.04  1570.33  4245.82  1376.47  1580.00      17282.93887  0.643  0.56030  17266.87106  0.643  0.55978       Yes  Yes  4.49  5.98  1D    2011
EXEHEV02    30864.317  16182.864  0.871      0.599495  0.649187  0.599495  0.649187      4190.52  1357.72  1559.42  4140.98  1341.67  1540.99      17381.86407  0.647  0.56317  17171.47840  0.639  0.55635       Yes  Yes  4.48  5.98  1D    2014
EXEHEV    30832.020  16182.864  0.872      0.601698  0.649787  0.601698  0.649787      4169.63  1352.37  1551.65  4190.81  1359.24  1559.53      17145.32526  0.638  0.55609  17145.32526  0.638  0.55609       Yes  Yes  4.48  5.98  1D    2011
EXEMOK    39573.051  35213.779  1.478      0.295613  0.489515  0.295613  0.489515      1018.82  257.45  174.24  0.00  0.00  0.00      10939.15852  0.187  0.27643  0.00000  0.000  0.00000       No  No  1.93  4.89  1D    2011
EXEVUZ    46994.160  37693.728  1.332      0.272996  0.411814  0.272996  0.411814      45.72  9.73  7.30  40.78  8.68  6.52      9192.62529  0.147  0.19561  9059.09031  0.145  0.19277       Yes  Yes  3.31  4.29  1D    2011
EXIDIZ    37019.353  31587.840  1.417      0.165035  0.374430  0.165035  0.374430      40.47  10.93  7.72  0.00  0.00  0.00      3928.25484  0.075  0.10611  0.00000  0.000  0.00000       No  No  1.51  4.27  2D    2011
EXIYIV    35080.917  16426.872  0.778      0.662712  0.649276  0.662712  0.649276      5448.15  1553.02  1997.31  5503.16  1568.71  2017.48      19904.99608  0.730  0.56740  19884.49660  0.729  0.56682       Yes  Yes  4.70  6.55  1D    2016
EXOFIH    42954.341  35022.528  1.354      0.634813  0.567764  0.634813  0.567764      1122.12  261.24  192.95  1112.43  258.98  191.28      19959.10331  0.343  0.46466  19890.81703  0.342  0.46307       Yes  Yes  3.89  4.31  1D    2011
EXOXIZ    44168.990  41456.922  1.559      0.185072  0.407985  0.185072  0.407985      14.54  3.29  2.11  0.00  0.00  0.00      5539.43911  0.080  0.12541  0.00000  0.000  0.00000       No  No  1.92  4.11  2D    2011
EXOZEX    43495.709  32784.480  1.252      0.368288  0.496916  0.368288  0.496916      1218.78  280.21  223.88  0.00  0.00  0.00      12883.94223  0.237  0.29621  0.00000  0.000  0.00000       No  No  2.75  4.93  1D    2011
EXUHEM    23165.067  16654.048  1.194      0.355870  0.471197  0.355870  0.471197      792.10  341.94  286.42  785.06  338.90  283.88      6199.90031  0.224  0.26764  6222.82248  0.225  0.26863       Yes  Yes  3.53  5.16  1D    2016
EXUHUC    64060.447  54924.624  1.424      0.271485  0.422076  0.271485  0.422076      1494.14  233.24  163.82  1476.00  230.41  161.83      12854.07426  0.141  0.20066  12351.15928  0.135  0.19280       Yes  Yes  3.93  5.73  1D    2016
EXUMUG    49569.965  21125.088  0.708      0.647185  0.663119  0.647185  0.663119      8869.65  1789.32  2528.48  8935.81  1802.67  2547.34      29225.43488  0.833  0.58958  29205.71239  0.833  0.58918       Yes  Yes  4.87  5.94  1D    2011
EXUNAN    36615.320  20660.184  0.937      0.485787  0.547186  0.485787  0.547186      1365.28  372.87  397.96  1387.52  378.94  404.44      15042.58186  0.438  0.41083  14966.44732  0.436  0.40875       Yes  Yes  3.44  4.86  1D    2011
EXUNIW    68351.406  32381.696  0.787      0.715401  0.733527  0.715401  0.733527      9442.83  1381.51  1756.12  9371.56  1371.09  1742.86      45620.23800  0.848  0.66744  45545.03154  0.847  0.66634       Yes  Yes  11.38  12.20  1D    2016
EXUNOC    68199.198  32720.000  0.797      0.707936  0.734460  0.707936  0.734460      9607.46  1408.74  1768.26  9491.55  1391.74  1746.93      44679.92252  0.822  0.65514  44735.02107  0.823  0.65595       Yes  Yes  11.69  12.38  1D    2016
EXUNUI    67865.477  33360.576  0.816      0.704378  0.731693  0.704378  0.731693      9516.02  1402.19  1717.80  9572.37  1410.49  1727.97      44537.10538  0.804  0.65626  44611.59045  0.805  0.65735       Yes  Yes  11.55  12.27  1D    2016
EXUPAQ    68115.814  32827.219  0.800      0.714726  0.732724  0.714726  0.732724      9367.01  1375.16  1718.38  9315.64  1367.62  1708.95      45732.62010  0.839  0.67140  45747.59313  0.839  0.67161       Yes  Yes  11.33  12.11  1D    2016
EXUXOL    73150.337  48604.032  1.103      0.387745  0.501979  0.387745  0.501979      2457.77  335.99  304.52  0.00  0.00  0.00      22560.76212  0.280  0.30842  0.00000  0.000  0.00000       No  No  2.78  5.24  3D    2011
EXUXUR    62100.314  41386.144  1.107      0.352034  0.463013  0.352034  0.463013      838.24  134.98  121.97  0.00  0.00  0.00      16435.39139  0.239  0.26466  0.00000  0.000  0.00000       No  No  3.31  5.01  1D    2011
EXUYAX    39677.413  24926.508  1.043      0.290718  0.459946  0.290718  0.459946      147.38  37.14  35.61  0.00  0.00  0.00      5467.54492  0.132  0.13780  0.00000  0.000  0.00000       No  No  2.80  4.57  2D    2004
EXUYAY    33747.465  26447.776  1.301      0.344850  0.479729  0.344850  0.479729      625.27  185.28  142.37  0.00  0.00  0.00      9326.85823  0.212  0.27637  0.00000  0.000  0.00000       No  No  2.84  5.08  3D    2011
EXUYIF    36244.447  21292.896  0.976      0.392308  0.497475  0.392308  0.497475      1108.74  305.91  313.58  1132.92  312.58  320.42      11238.55312  0.318  0.31008  9877.23312  0.279  0.27252       Yes  Yes  3.51  4.97  1D    2004
EYAFUH03    27875.597  15663.312  0.933      0.589600  0.701814  0.589600  0.701814      3811.72  1367.40  1465.51  3770.88  1352.75  1449.81      17738.23141  0.682  0.63634  17683.45359  0.680  0.63437       Yes  Yes  4.84  6.12  1D    2016
EYAFUH05    27743.138  15663.312  0.938      0.586115  0.700011  0.586115  0.700011      3729.16  1344.17  1433.77  3694.97  1331.85  1420.62      17643.53547  0.678  0.63596  17618.28880  0.677  0.63505       Yes  Yes  4.87  6.09  1D    2017
EYAGES    40419.910  12514.944  0.514      0.807990  0.842772  0.807990  0.842772      6044.95  1495.54  2908.81  6042.57  1494.95  2907.66      33059.86098  1.591  0.81791  33032.60916  1.590  0.81724       Yes  Yes  11.79  12.86  1D    2016
EYAGIW    33915.028  17247.312  0.844      0.610725  0.721318  0.610725  0.721318      3784.26  1115.81  1321.33  3742.17  1103.40  1306.63      22555.38736  0.788  0.66506  22577.40455  0.788  0.66571       Yes  Yes  3.90  5.35  1D    2016
EYAGOC    21920.452  14079.312  1.067      0.590630  0.674388  0.590630  0.674388      2430.46  1108.77  1039.58  2470.74  1127.14  1056.81      13597.31036  0.582  0.62030  13672.70314  0.585  0.62374       Yes  Yes  4.01  5.50  1D    2016
EYAHOD01    32094.878  8623.656  0.446      0.809168  0.852298  0.809168  0.852298      7480.66  2330.80  5223.96  7569.74  2358.55  5286.16      26692.45079  1.864  0.83167  26749.89509  1.868  0.83346       Yes  Yes  9.64  11.50  1D    2017
EYAHOD    32832.383  17247.312  0.872      0.596724  0.712214  0.596724  0.712214      3404.09  1036.81  1188.59  3427.23  1043.86  1196.66      21260.44867  0.742  0.64755  21159.89882  0.739  0.64448       Yes  Yes  4.30  4.97  2D    2016
EYAHUJ01    61852.731  30661.888  0.823      0.624400  0.728876  0.624400  0.728876      9485.38  1533.54  1862.97  9388.11  1517.82  1843.87      42323.90089  0.831  0.68427  41985.77855  0.825  0.67880       Yes  Yes  4.19  6.23  1D    2017
EYAHUJ02    63354.118  30661.888  0.804      0.636713  0.735767  0.636713  0.735767      10448.68  1649.25  2052.17  10410.99  1643.30  2044.77      43709.87501  0.858  0.68993  43756.48893  0.859  0.69067       Yes  Yes  4.37  6.27  1D    2017
EYAJOE    34043.179  6694.728  0.327      0.840321  0.851061  0.840321  0.851061      6444.89  1893.15  5797.40  6319.48  1856.31  5684.59      28335.44066  2.549  0.83234  28367.31079  2.552  0.83327       Yes  Yes  9.74  11.99  2D    2011
EYAJUL    38930.609  17247.312  0.736      0.669574  0.756805  0.669574  0.756805      8925.20  2292.59  3116.36  9071.70  2330.22  3167.51      27730.48532  0.968  0.71231  27860.12210  0.973  0.71564       Yes  Yes  4.52  6.72  1D    2016
EYAKOG    40680.114  18772.416  0.766      0.715371  0.767241  0.715371  0.767241      9091.60  2234.90  2916.56  9077.14  2231.35  2911.92      29585.37094  0.949  0.72727  29544.79600  0.948  0.72627       Yes  Yes  6.59  7.69  1D    2016
EYALIB    36651.686  15461.640  0.701      0.701007  0.781644  0.701007  0.781644      9522.61  2598.14  3708.95  9674.45  2639.56  3768.09      27359.41898  1.066  0.74647  27296.39204  1.063  0.74475       Yes  Yes  6.26  7.31  1D    2016
EYAZEL    26956.199  27599.976  1.700      0.113203  0.298130  0.113203  0.298130      66.86  24.80  14.59  0.00  0.00  0.00      2257.44008  0.049  0.08374  0.00000  0.000  0.00000       No  No  0.76  4.30  NON-POROUS    2016
EYEGOE    30575.694  23008.824  1.250      0.230288  0.435305  0.230288  0.435305      3.82  1.25  1.00  0.00  0.00  0.00      4707.66771  0.123  0.15397  0.00000  0.000  0.00000       No  No  1.77  4.10  3D    2004
EYEGUK    22266.799  16011.216  1.194      0.326792  0.447420  0.326792  0.447420      66.43  29.83  24.99  0.00  0.00  0.00      3545.69423  0.133  0.15924  0.00000  0.000  0.00000       No  No  2.45  4.38  3D    2004
EYEHAR    39972.052  26176.824  1.087      0.288810  0.480178  0.288810  0.480178      19.65  4.91  4.52  0.00  0.00  0.00      8545.04384  0.197  0.21378  0.00000  0.000  0.00000       No  No  2.76  4.17  1D    2004
EYEYAJ    47526.970  37786.512  1.320      0.351017  0.449910  0.351017  0.449910      1968.22  414.13  313.68  1969.14  414.32  313.83      12440.56535  0.198  0.26176  12517.54375  0.199  0.26338       Yes  Yes  4.21  5.20  2D    2011
EYEYIR    31008.614  21955.056  1.176      0.412945  0.480183  0.412945  0.480183      471.47  152.04  129.32  0.00  0.00  0.00      10020.84559  0.275  0.32316  0.00000  0.000  0.00000       No  No  3.10  4.69  1D    2011
EYIDEX    40421.327  46245.261  1.900      0.070953  0.315158  0.070953  0.315158      57.34  14.18  7.47  0.00  0.00  0.00      1667.55242  0.022  0.04125  0.00000  0.000  0.00000       No  No  1.13  4.51  2D    2016
EYIPEI    32709.539  14794.956  0.751      0.670349  0.742627  0.670349  0.742627      7397.27  2261.50  3010.99  7474.81  2285.21  3042.55      22874.83434  0.931  0.69933  22976.85653  0.935  0.70245       Yes  Yes  5.26  7.68  1D    2011
EYOJOT    81252.804  41816.352  0.855      0.612112  0.644654  0.612112  0.644654      9343.57  1149.94  1345.60  9114.64  1121.76  1312.64      44161.58904  0.636  0.54351  41333.06834  0.595  0.50870       Yes  Yes  4.04  6.60  2D    2016
EYOWUL    43105.355  38288.045  1.475      0.367857  0.480333  0.367857  0.480333      1028.54  238.61  161.77  1018.47  236.27  160.19      12466.45286  0.196  0.28921  12296.67223  0.193  0.28527       Yes  Yes  3.54  4.86  2D    2011
EYOYEX    50782.128  38457.856  1.258      0.150926  0.379481  0.150926  0.379481      244.71  48.19  38.32  0.00  0.00  0.00      4682.82875  0.073  0.09221  0.00000  0.000  0.00000       No  No  1.37  4.49  3D    2011
EYOYUO    28191.991  17946.048  1.057      0.507442  0.656579  0.507442  0.656579      2068.95  733.88  694.28  2105.11  746.70  706.41      15017.38752  0.504  0.53268  14895.21969  0.500  0.52835       Yes  Yes  4.01  5.35  1D    2016
EYULOA    45522.470  34656.224  1.264      0.333770  0.456560  0.333770  0.456560      856.97  188.25  148.91  528.19  116.03  91.78      11682.54648  0.203  0.25663  6642.48684  0.115  0.14592       Yes  Yes  3.43  4.70  1D    2012
EYUMAN    30298.086  14667.552  0.804      0.618995  0.646288  0.618995  0.646288      4397.16  1451.30  1805.37  4420.87  1459.12  1815.10      16724.39857  0.687  0.55200  16555.99929  0.680  0.54644       Yes  Yes  5.22  7.05  1D    2012
EYUMER    27995.491  22001.328  1.305      0.271400  0.420186  0.271400  0.420186      303.83  108.53  83.16  0.00  0.00  0.00      5867.55065  0.161  0.20959  0.00000  0.000  0.00000       No  No  2.77  4.53  1D    2012
EYUQIZ    36880.340  25412.263  1.144      0.271953  0.431669  0.271953  0.431669      516.89  140.15  122.49  0.00  0.00  0.00      7214.99166  0.171  0.19563  0.00000  0.000  0.00000       No  No  1.50  4.90  1D    2011
EYUYIH    35726.878  31732.733  1.475      0.100530  0.338795  0.100530  0.338795      7.20  2.02  1.37  0.00  0.00  0.00      2300.98815  0.044  0.06440  0.00000  0.000  0.00000       No  No  1.27  4.13  3D    2012
EYUYON    79353.513  48251.840  1.010      0.378984  0.530258  0.378984  0.530258      5180.66  652.86  646.58  0.00  0.00  0.00      24144.27744  0.301  0.30426  0.00000  0.000  0.00000       No  No  1.88  8.05  2D    2012
EYUZOO    27630.395  16284.996  0.979      0.432959  0.540851  0.432959  0.540851      1633.50  591.20  604.06  753.54  272.72  278.66      10016.91975  0.370  0.36253  4415.93284  0.163  0.15982       Yes  Yes  3.41  6.42  1D    2012
EZAWIL    32349.301  26277.760  1.349      0.431132  0.569274  0.431132  0.569274      2517.79  778.31  577.01  2501.96  773.42  573.38      14487.57478  0.332  0.44785  14369.71476  0.329  0.44420       Yes  Yes  3.98  5.47  1D    2004
EZECAO    33611.829  22023.518  1.088      0.469113  0.552953  0.469113  0.552953      355.58  105.79  97.23  0.00  0.00  0.00      13361.30471  0.365  0.39752  0.00000  0.000  0.00000       No  No  3.27  4.36  1D    2011
EZENAY    43824.359  32967.936  1.249      0.415383  0.478920  0.415383  0.478920      1243.60  283.77  227.16  0.00  0.00  0.00      13527.01553  0.247  0.30866  0.00000  0.000  0.00000       No  No  3.12  5.57  2D    2004
EZEPUW    31870.503  30623.148  1.596      0.112702  0.327635  0.112702  0.327635      2.81  0.88  0.55  0.00  0.00  0.00      2907.02692  0.057  0.09121  0.00000  0.000  0.00000       No  No  1.26  4.11  1D    2016
EZEQEH    36514.771  27101.952  1.232      0.345334  0.427187  0.345334  0.427187      1180.74  323.36  262.36  1186.50  324.94  263.64      9643.08020  0.214  0.26409  9370.10397  0.208  0.25661       Yes  Yes  3.75  4.74  2D    2016
EZEQIL    38449.856  27101.952  1.170      0.409789  0.453639  0.409789  0.453639      2055.55  534.60  456.75  2064.19  536.85  458.67      11879.99329  0.264  0.30897  11860.80669  0.264  0.30847       Yes  Yes  4.20  5.19  2D    2016
EZEQOR    39363.157  27101.952  1.143      0.433432  0.467312  0.433432  0.467312      2466.72  626.66  548.11  2506.24  636.70  556.89      12690.64165  0.282  0.32240  12758.70278  0.284  0.32413       Yes  Yes  4.51  5.57  2D    2016
EZEQUX    39195.322  27101.952  1.148      0.431202  0.464914  0.431202  0.464914      2400.81  612.52  533.47  2459.78  627.57  546.57      12737.51221  0.283  0.32498  12597.19913  0.280  0.32140       Yes  Yes  4.44  5.48  2D    2016
EZEROS    30976.373  25107.516  1.346      0.193919  0.384129  0.193919  0.384129      20.31  6.56  4.87  0.00  0.00  0.00      3854.06838  0.092  0.12442  0.00000  0.000  0.00000       No  No  2.46  4.20  2D    2016
EZIMAC    83654.762  47311.632  0.939      0.625269  0.605822  0.625269  0.605822      8008.98  957.38  1019.44  5813.42  694.93  739.97      42936.01334  0.547  0.51325  30636.00102  0.390  0.36622       Yes  Yes  3.54  9.44  3D    2011
EZIYOC    35337.197  27892.512  1.311      0.146734  0.423191  0.146734  0.423191      135.85  38.45  29.33  0.00  0.00  0.00      5189.18077  0.112  0.14685  0.00000  0.000  0.00000       No  No  3.00  4.70  1D    2011
EZIZOC    47854.633  35956.080  1.248      0.244514  0.430401  0.244514  0.430401      373.09  77.96  62.49  0.00  0.00  0.00      8821.57555  0.148  0.18434  0.00000  0.000  0.00000       No  No  2.90  4.54  1D    2004
EZIZUI    48983.811  31935.312  1.083      0.413032  0.522325  0.413032  0.522325      2523.92  515.26  475.94  2594.12  529.59  489.18      16402.87022  0.309  0.33486  16292.85253  0.307  0.33262       Yes  Yes  3.85  5.63  1D    2004
EZOBEA    33150.096  21290.208  1.066      0.391311  0.528868  0.391311  0.528868      1750.43  528.03  495.13  0.00  0.00  0.00      10580.58839  0.299  0.31917  0.00000  0.000  0.00000       No  No  2.33  5.89  3D    2004
EZOBIE    38337.670  29883.712  1.294      0.211553  0.401177  0.211553  0.401177      69.05  18.01  13.91  0.00  0.00  0.00      6267.43072  0.126  0.16348  0.00000  0.000  0.00000       No  No  2.12  4.24  1D    2004
EZOBIF04    59096.495  30665.728  0.862      0.573878  0.662417  0.573878  0.662417      9524.60  1611.70  1870.44  9584.51  1621.84  1882.21      32522.94541  0.639  0.55034  32315.46874  0.635  0.54683       Yes  Yes  6.24  8.21  2D    2011
EZOBIF05    58323.762  30665.728  0.873      0.567030  0.656932  0.567030  0.656932      9400.99  1611.86  1846.17  9435.70  1617.81  1852.98      31954.51151  0.628  0.54788  31904.70232  0.627  0.54703       Yes  Yes  6.09  8.06  2D    2011
EZUCIM    30015.332  18116.064  1.002      0.548378  0.570647  0.548378  0.570647      1569.83  523.01  521.84  1579.43  526.21  525.03      13474.73440  0.448  0.44893  13632.31360  0.453  0.45418       Yes  Yes  3.81  5.08  1D    2011
EZUCOS    50685.618  40650.144  1.332      0.415349  0.483744  0.415349  0.483744      2819.62  556.30  417.71  0.00  0.00  0.00      16263.39031  0.241  0.32087  0.00000  0.000  0.00000       No  No  2.62  6.05  2D    2011
EZUKUH    50320.795  42280.576  1.395      0.267820  0.435512  0.267820  0.435512      1576.97  313.38  224.61  0.00  0.00  0.00      10962.06104  0.156  0.21784  0.00000  0.000  0.00000       No  No  2.44  5.22  2D    2016
EZUMIX    49769.447  49100.998  1.638      0.241508  0.369799  0.241508  0.369799      933.16  187.50  114.45  924.90  185.84  113.44      8902.36883  0.109  0.17887  9034.88290  0.111  0.18153       Yes  Yes  3.82  4.83  1D    2016
EZUQOH    31431.313  24130.608  1.275      0.227066  0.388570  0.227066  0.388570      6.28  2.00  1.57  0.00  0.00  0.00      4642.26237  0.116  0.14770  0.00000  0.000  0.00000       No  No  2.40  4.09  1D    2016
EZURAS    35404.321  20634.060  0.968      0.499812  0.550610  0.499812  0.550610      863.22  243.82  251.94  0.00  0.00  0.00      14659.47600  0.428  0.41406  0.00000  0.000  0.00000       No  No  2.26  4.52  2D    2004
EZUXON    32501.724  24192.864  1.236      0.365424  0.472630  0.365424  0.472630      846.36  260.40  210.68  292.98  90.14  72.93      9865.03993  0.246  0.30352  3248.91925  0.081  0.09996       Yes  Yes  3.55  4.61  1D    2011
FABBIV    30790.084  22897.008  1.235      0.398114  0.443761  0.398114  0.443761      1667.68  541.63  438.62  1653.13  536.90  434.79      9235.13774  0.243  0.29994  9062.97805  0.238  0.29435       Yes  Yes  3.64  6.21  1D    2011
FABBUH    31582.314  22705.248  1.194      0.399001  0.453137  0.399001  0.453137      1786.98  565.82  473.96  1830.02  579.45  485.38      9675.74791  0.257  0.30637  9597.03676  0.255  0.30387       Yes  Yes  3.75  6.26  1D    2011
FABCUI    54372.318  35748.480  1.092      0.382656  0.484324  0.382656  0.484324      639.43  117.60  107.72  0.00  0.00  0.00      15871.41035  0.267  0.29190  0.00000  0.000  0.00000       No  No  3.25  4.91  1D    2011
FABVOU    30796.599  25308.432  1.365      0.220927  0.411644  0.220927  0.411644      96.49  31.33  22.96  0.00  0.00  0.00      4262.09532  0.101  0.13840  0.00000  0.000  0.00000       No  No  1.90  4.39  2D    2002
FADCIZ01    54793.195  136890.000  4.149      0.271522  0.368070  0.271522  0.368070      2549.26  465.25  112.15  0.00  0.00  0.00      14789.02970  0.065  0.26991  0.00000  0.000  0.00000       No  No  0.95  7.53  NON-POROUS    2016
FADCIZ02    54902.330  136890.000  4.140      0.260422  0.379167  0.260422  0.379167      2547.82  464.06  112.09  0.00  0.00  0.00      14626.13379  0.064  0.26640  0.00000  0.000  0.00000       No  No  1.31  7.43  3D    2016
FADCIZ03    54771.126  136890.000  4.150      0.196755  0.344171  0.196755  0.344171      1751.84  319.85  77.07  0.00  0.00  0.00      11170.89490  0.049  0.20396  0.00000  0.000  0.00000       No  No  1.21  6.78  3D    2016
FADCIZ04    54780.213  136890.000  4.150      0.168514  0.332413  0.168514  0.332413      1429.16  260.89  62.87  0.00  0.00  0.00      10102.73192  0.044  0.18442  0.00000  0.000  0.00000       No  No  1.16  6.54  3D    2016
FADCIZ05    54781.511  136890.000  4.149      0.184354  0.343259  0.184354  0.343259      1625.57  296.74  71.51  0.00  0.00  0.00      10703.39178  0.047  0.19538  0.00000  0.000  0.00000       No  No  1.19  6.71  3D    2016
