Refcode  VOL(A3) DENS(g/cm3)  FHe,T(-) FG,T(-) FHe,A(-) FG,A(-)  SAC,T(A2) SAC,T(m2/cm3) SAC,T(m2/g) SAC,A(A2) SAC,A(m2/cm3) SAC,A(m2/g)  VPO,T(A3) VPO,T(cm3/g) FPO,T(-) VPO,A(A3) VPO,A(cm3/g) FPO,A(-)  PLD(A)  LCD(A)  LPD(A)   Channels  Dimensionality   Year   
ABOBUQ    1220.37  1.43719    0.307220  0.398740  0.30722  0.39874    11.769  96.437  67.101  0  0  0    329.988  0.188  0.270400  329.988  0.188145  0.2704    3.60555  4.29657  4.29657  2  1    2012
ABOCAV    1732.97  1.55288    0.113600  0.214260  0  0.20252    1.232  7.107  4.577  0  0  0    165.291  0.061  0.095380  0  0  0    1.28163  4.14952  4.14952  0  0    2001
ABOWIA    2722.07  0.819638    0.568660  0.606160  0.56866  0.60616    207.622  762.736  930.577  0  0  0    1356.250  0.608  0.498240  1356.25  0.607878  0.49824    3.34958  5.68044  5.68004  1  3    2016
ABUBOQ    1452.49  2.40554    0.228860  0.323380  0.22886  0.25354    2.860  19.687  8.184  0  0  0    248.375  0.071  0.171000  0  0  0    2.73826  4.35759  4.35759  1  2    2012
ABULAL    2221.15  1.48359    0.299520  0.402440  0.29952  0.40244    52.220  235.105  158.470  0  0  0    560.706  0.170  0.252440  560.706  0.170154  0.25244    3.40882  4.87650  4.87650  2  1    2005
ABULUG    1703.46  0.357459    0.818120  0.827660  0.81812  0.82766    348.688  2046.950  5726.390  348.688  2046.95  5726.39    1388.960  2.281  0.815380  1388.96  2.28105  0.81538    9.67134  10.56993  10.56966  1  3    2011
ACAFAN    2429.63  1.27731    0.257080  0.371080  0.25708  0.37108    33.665  138.558  108.476  0  0  0    479.318  0.154  0.197280  0  0  0    3.05929  4.82520  4.80976  1  2    2013
ACAFER    4585.73  1.31215    0.211440  0.320700  0  0.3207    19.565  42.666  32.516  0  0  0    719.960  0.120  0.157000  0  0  0    2.31321  4.44407  4.34878  1  2    2013
ACAFIT    789.549  1.72782    0.224720  0.342920  0.22472  0.34292    7.773  98.446  56.977  0  0  0    143.414  0.105  0.181640  0  0  0    2.79347  4.67955  4.64783  1  1    2001
ACAFIV    4380.02  1.30796    0.144640  0.328320  0  0.32832    0.274  0.625  0.478  0  0  0    417.942  0.073  0.095420  0  0  0    2.09714  4.08862  4.08862  2  1    2013
ACAFOB    4396.54  1.30305    0.151960  0.331380  0  0.33138    0.432  0.982  0.754  0  0  0    458.207  0.080  0.104220  0  0  0    2.15842  4.13521  4.13521  2  1    2013
ACAFOZ    837.014  1.62984    0.273000  0.383680  0.273  0.38368    22.419  267.846  164.339  0  0  0    194.807  0.143  0.232740  0  0  0    3.24388  4.98821  4.96256  1  1    2001
ACAGAM    1703.15  2.34471    0.111640  0.259580  0  0.2581    11.766  69.081  29.463  0  0  0    141.770  0.036  0.083240  0  0  0    2.14791  4.86463  4.86463  1  1    2001
ACAJOF    3191.38  1.21871    0.298680  0.358940  0.29868  0.35894    233.476  731.582  600.291  233.476  731.582  600.291    893.586  0.230  0.280000  893.586  0.229751  0.28    5.71282  6.47198  6.47198  2  1    2013
ACASUT    1873.92  1.06202    0.601640  0.628540  0.60164  0.62854    242.914  1296.290  1220.590  242.914  1296.29  1220.59    1108.500  0.557  0.591540  1108.5  0.556997  0.59154    4.27809  5.74385  5.74385  1  3    2005
ACATAB    3885.79  0.596798    0.709560  0.737700  0.70956  0.7377    690.756  1777.650  2978.640  690.756  1777.65  2978.64    2677.460  1.155  0.689040  2677.46  1.15456  0.68904    7.36166  8.50374  8.50374  1  3    2013
ACATIJ    850.735  1.36296    0.245400  0.359040  0.2454  0.3583    23.714  278.751  204.519  0  0  0    187.043  0.161  0.219860  187.043  0.161311  0.21986    3.47133  5.49038  5.49038  1  1    2013
ACEGOG    891.783  1.42091    0.293640  0.401620  0.29364  0.40162    6.412  71.897  50.599  0  0  0    234.557  0.185  0.263020  0  0  0    3.02416  4.43037  4.41602  1  1    2013
ACEKOK    1229.03  1.33424    0.289700  0.358820  0.2897  0.35738    65.354  531.753  398.545  0  0  0    330.928  0.202  0.269260  330.928  0.201808  0.26926    3.99594  5.87037  5.85407  1  1    2013
ACELIF    2830.91  0.759313    0.570240  0.606820  0.57024  0.60682    462.545  1633.910  2151.830  462.545  1633.91  2151.83    1567.760  0.729  0.553800  1567.76  0.729343  0.5538    6.75375  7.93946  7.92267  1  3    2013
ACENIF    12796.3  1.31333    0.287940  0.369160  0.2853  0.36664    545.333  426.165  324.491  0  0  0    3204.200  0.191  0.250400  3204.2  0.19066  0.2504    4.00566  5.16934  5.16555  1  3    2002
ACEPIH    2630.86  1.18764    0.122380  0.294820  0  0.29482    1.411  5.364  4.517  0  0  0    222.202  0.071  0.084460  0  0  0    1.75410  4.21310  4.21310  0  0    2002
ACIBIY    5132.21  1.80762    0.073440  0.319060  0  0.31906    20.487  39.919  22.084  0  0  0    218.735  0.024  0.042620  0  0  0    1.73509  4.95500  4.95500  0  0    2006
ACIBOE    7558.37  1.27325    0.398060  0.467420  0.39806  0.46726    610.204  807.321  634.064  569.768  753.823  592.047    2814.289  0.292  0.372340  2181.2  0.226649  0.28858    7.00143  8.20016  8.20016  4  1    2006
ACICOH    804.541  1.25034    0.344940  0.404600  0.34494  0.4046    22.832  283.788  226.968  0  0  0    256.214  0.255  0.318460  256.214  0.254698  0.31846    3.61313  5.10317  5.10317  2  1    2017
ACIPAF    1441.76  0.703535    0.557200  0.602120  0.5572  0.60212    241.171  1672.750  2377.640  241.171  1672.75  2377.64    776.734  0.766  0.538740  776.734  0.765762  0.53874    5.93766  6.92894  6.92894  1  2    2013
ACODAA    613.24  1.01798    0.488900  0.581020  0.4889  0.58102    71.943  1173.160  1152.440  71.9427  1173.16  1152.44    290.038  0.465  0.472960  290.038  0.464606  0.47296    5.90942  6.45471  6.44438  1  1    2017
ACOLAG    3611.85  0.394958    0.857940  0.868540  0.85794  0.86854    489.765  1355.990  3433.260  489.765  1355.99  3433.26    3062.350  2.147  0.847860  3062.35  2.14671  0.84786    13.78035  14.15965  14.15965  1  3    2006
ACOLIP    3055.69  1.0495    0.355440  0.433380  0.35544  0.43338    31.823  104.145  99.233  0  0  0    911.511  0.284  0.298300  0  0  0    3.24530  4.65277  4.65089  1  3    2012
ACOQEP    4170.41  1.61542    0.290100  0.376280  0.2901  0.37628    88.564  212.363  131.459  0  0  0    1021.670  0.152  0.244980  1021.67  0.151651  0.24498    3.80564  4.67037  4.52176  4  1    2006
ACOZAW    4012.94  1.02867    0.667300  0.694200  0.6673  0.6942    684.702  1706.240  1658.670  684.702  1706.24  1658.67    2570.050  0.623  0.640440  2570.05  0.622588  0.64044    4.69049  7.48310  7.31691  1  3    2017
ACOZOH    3098.69  1.49199    0.144500  0.258640  0  0.25864    7.257  23.418  15.696  0  0  0    377.049  0.082  0.121680  0  0  0    1.02127  4.45644  4.45270  0  0    2002
ACOZUN    3175.38  1.64192    0.148240  0.260940  0  0.26048    8.827  27.797  16.930  0  0  0    388.096  0.074  0.122220  0  0  0    1.00738  4.53358  4.08553  0  0    2002
ACUCAC    10617.1  0.321479    0.818680  0.825300  0.81868  0.8253    2393.380  2254.260  7012.140  2393.38  2254.26  7012.14    8654.030  2.535  0.815100  8654.03  2.53547  0.8151    8.98821  11.44805  11.44805  1  3    2002
ACUDAD    1787.07  1.22554    0.251120  0.369580  0.25112  0.3692    0.342  1.914  1.562  0  0  0    283.108  0.129  0.158420  0  0  0    2.80853  4.17634  4.16231  1  2    2002
ACUFUR01    549.344  1.14629    0.431780  0.517940  0.43178  0.51794    8.343  151.866  132.485  0  0  0    202.148  0.321  0.367980  0  0  0    3.01390  4.38202  4.38202  1  2    1992
ACUFUR    550.34  1.14422    0.439320  0.522720  0.43932  0.52272    7.651  139.028  121.505  0  0  0    202.272  0.321  0.367540  0  0  0    3.01331  4.28715  4.28022  1  2    1976
ACURUO    5684.62  1.10711    0.413600  0.460020  0.4136  0.45966    607.215  1068.170  964.829  607.215  1068.17  964.829    2258.050  0.359  0.397220  2258.05  0.35879  0.39722    4.23181  6.67224  6.67224  1  2    2017
ACUTOI    3357.19  1.78325    0.182060  0.261100  0.18206  0.25758    60.844  181.234  101.631  60.8436  181.234  101.631    560.584  0.094  0.166980  560.584  0.0936381  0.16698    4.15683  4.86133  4.85949  4  1    2006
ADABUE    2488.94  1.46632    0.167560  0.324940  0.14842  0.32494    1.847  7.423  5.062  0  0  0    283.241  0.078  0.113800  0  0  0    2.92307  4.15749  4.15749  1  3    2013
ADAFAN01    3825.32  0.92171    0.419680  0.487540  0.41968  0.48754    66.653  174.240  189.040  0  0  0    1387.440  0.394  0.362700  0  0  0    3.26302  4.72025  4.67990  1  3    2013
ADASEF    160899  0.467309    0.766620  0.784220  0.76662  0.78422    29304.368  1821.300  3897.412  29262.7  1818.71  3891.87    121655.000  1.618  0.756100  121655  1.61799  0.7561    9.79039  21.52856  17.45197  1  3    2013
ADAWOS    1426.24  1.22974    0.425160  0.489740  0.42516  0.48974    1.711  11.994  9.753  0  0  0    522.374  0.298  0.366260  475.194  0.270935  0.33318    3.37798  4.20110  4.20110  1  2    2006
ADAYAG    5247.69  0.750832    0.541060  0.586280  0.54106  0.58628    698.246  1330.579  1772.138  694.326  1323.11  1762.19    2714.210  0.689  0.517220  2714.21  0.688863  0.51722    5.69656  7.80320  7.79790  1  3    2006
ADECAQ    1627.58  1.33698    0.181720  0.332420  0  0.33242    1.908  11.720  8.766  0  0  0    216.631  0.100  0.133100  0  0  0    2.40520  4.38211  4.37702  2  1    2017
ADEGOG    5197.93  1.27749    0.181740  0.276500  0  0.27602    117.383  225.826  176.774  0  0  0    860.362  0.130  0.165520  0  0  0    1.95641  5.09083  5.07864  0  0    2006
ADENUV    2789.3  1.18918    0.336940  0.413580  0.33694  0.41358    21.543  77.234  64.948  0  0  0    667.145  0.201  0.239180  667.145  0.20113  0.23918    3.58060  4.64175  4.63611  2  2    2017
ADETEL    4982.69  0.96425    0.447160  0.520880  0.44716  0.52088    500.623  1004.720  1041.970  500.623  1004.72  1041.97    2080.270  0.433  0.417500  2080.27  0.432979  0.4175    4.95781  5.85963  5.82077  2  2    2017
ADETIP    2908.41  1.41606    0.166140  0.320860  0  0.32086    19.602  67.396  47.594  0  0  0    398.626  0.097  0.137060  0  0  0    1.62683  4.51735  4.51661  0  0    2017
ADETUB    3726.8  1.07547    0.178640  0.326280  0  0.32628    10.960  29.409  27.345  0  0  0    465.105  0.116  0.124800  0  0  0    2.08617  4.61686  4.61686  2  1    2017
ADEVIR    8217.17  1.48758    0.232060  0.296020  0.23206  0.29462    254.464  309.673  208.172  236.745  288.11  193.677    1724.460  0.141  0.209860  1724.46  0.141075  0.20986    4.50278  5.15452  5.14459  1  1    2017
ADIJIJ    8562.56  3.5603    0.383660  0.44074  0.38366  0.44074    597.709  698.049  196.064  0  0  0    2965.040  0.097  0.346280  2965.04  0.0972613  0.34628    3.97468  5.79133  5.61007    1  8562.56    2017
ADIQAH    965.249  1.23804    0.317560  0.394560  0.31756  0.39456    16.769  173.726  140.323  0  0  0    277.451  0.232  0.287440  277.451  0.232173  0.28744    3.62119  4.59326  4.56922  2  1    2013
ADIQEL    953.188  1.23763    0.307840  0.388880  0.30784  0.38888    9.478  99.435  80.343  0  0  0    268.665  0.228  0.281860  268.665  0.227741  0.28186    3.53445  4.26619  4.25356  2  1    2013
ADIQOV    1861.81  1.21663    0.171860  0.287380  0  0.28684    6.620  35.558  29.227  0  0  0    258.643  0.114  0.138920  0  0  0    1.66031  4.40984  4.40650  0  0    2013
ADOCAY    4265.55  1.68576    0.281200  0.370940  0.20864  0.35558    51.976  121.850  72.282  0  0  0    945.417  0.131  0.221640  566.977  0.0788486  0.13292    3.81898  5.40331  5.40331  1  3    2007
ADOCIG    4267.91  1.68483    0.285000  0.374520  0.21002  0.35884    52.008  121.858  72.326  0  0  0    980.338  0.136  0.229700  564.985  0.0785716  0.13238    3.79715  5.36883  5.36883  1  3    2007
ADODII    3403.16  1.21662    0.318680  0.432820  0.30624  0.43282    200.592  589.430  484.483  96.0842  282.339  232.069    966.361  0.233  0.283960  966.361  0.233401  0.28396    5.16470  5.82841  5.51035  4  2    2013
ADODOO    3281.98  1.28796    0.301820  0.415040  0.30182  0.41504    206.862  630.295  489.373  206.862  630.295  489.373    924.993  0.219  0.281840  924.993  0.218826  0.28184    5.17809  5.79723  5.52110  4  2    2013
ADODUU    3247.86  1.31573    0.300920  0.411000  0.30092  0.411    207.504  638.894  485.581  207.504  638.894  485.581    914.467  0.214  0.281560  914.467  0.213995  0.28156    5.15918  5.79661  5.48148  4  2    2013
ADOKEK    848.055  1.63338    0.532160  0.589800  0.53216  0.5898    125.936  1485.000  909.155  125.936  1485  909.155    432.101  0.312  0.509520  432.101  0.311942  0.50952    6.20049  6.62152  6.43109  1  2    2007
ADONOX    4100.51  1.08108    0.321580  0.403560  0.32158  0.40336    273.922  668.020  617.917  273.717  667.519  617.454    1185.700  0.267  0.289160  1185.7  0.267473  0.28916    5.22650  5.61573  5.60470  1  1    2007
ADUBAE    4846.45  1.06798    0.291960  0.404500  0.29196  0.40434    314.838  649.625  608.277  314.838  649.625  608.277    1245.050  0.241  0.256900  1245.05  0.240548  0.2569    6.29751  6.46318  6.46318  2  1    2013
ADULIX    5958.25  2.22724    0.111700  0.215680  0.1117  0.21568    102.802  172.537  77.467  102.802  172.537  77.4667    607.622  0.046  0.101980  607.622  0.0457876  0.10198    4.55908  5.39508  5.38646  2  1    2017
ADURUN    1423.65  1.50381    0.094080  0.214860  0  0.20962    0.479  3.364  2.237  0  0  0    108.966  0.051  0.076540  0  0  0    2.02470  4.16943  4.16943  1  1    2007
ADUSOI    2127.92  0.877632    0.538640  0.592300  0.53864  0.5923    117.040  550.019  626.708  0  0  0    1069.840  0.573  0.502760  1069.84  0.57286  0.50276    3.74474  5.37562  5.37562  1  3    2007
ADUVAY    1429.37  1.55389    0.535240  0.588480  0.53524  0.58848    193.397  1353.020  870.734  193.397  1353.02  870.734    705.679  0.318  0.493700  705.679  0.317719  0.4937    4.68371  5.84907  5.84907  1  3    2013
AFAREH    1839.46  1.97783    0.109060  0.209340  0  0.20842    0.674  3.666  1.853  0  0  0    129.939  0.036  0.070640  0  0  0    2.11954  4.30218  4.29105  1  1    2018
AFARIL    1785.48  2.10682    0.074220  0.180700  0  0.17856    0.082  0.458  0.217  0  0  0    109.450  0.029  0.061300  0  0  0    2.01067  4.19756  4.18611  1  1    2018
AFAROR    1781.31  2.12206    0.078420  0.184480  0  0.18362    0.000  0.000  0.000  0  0  0    110.335  0.029  0.061940  0  0  0    2.05252  4.18291  4.14547  1  1    2018
AFARUX    1820.15  2.02161    0.090400  0.186300  0  0.18542    0.245  1.347  0.666  0  0  0    114.997  0.031  0.063180  0  0  0    1.92842  4.25675  4.24511  0  0    2018
AFAWAH    2951.37  1.31925    0.257100  0.402640  0  0.40264    9.255  31.359  23.771  0  0  0    567.903  0.146  0.192420  0  0  0    2.00125  4.36735  4.35470  1  1    2013
AFECEV    2720.78  1.2338    0.045140  0.174540  0  0.1674    0.137  0.503  0.408  0  0  0    76.236  0.023  0.028020  0  0  0    1.46118  4.11806  4.11806  0  0    2013
AFECIY01    2700.9  1.59161    0.153640  0.226100  0  0.22132    2.408  8.916  5.602  0  0  0    356.681  0.083  0.132060  0  0  0    1.13269  4.31755  4.30727  0  0    2008
AFECIY    2738.71  1.56964    0.153780  0.224340  0  0.21732    5.864  21.412  13.642  0  0  0    364.687  0.085  0.133160  0  0  0    1.09419  4.30949  4.30508  0  0    2007
AFEDAR    1647.71  1.41418    0.274440  0.379420  0.27444  0.37866    26.983  163.760  115.798  0  0  0    386.354  0.166  0.234480  0  0  0    3.04557  4.93357  4.93357  1  2    2007
AFEGIE    4826.35  1.24539    0.236120  0.332280  0.23612  0.33228    52.913  109.635  88.033  0  0  0    945.192  0.157  0.195840  0  0  0    3.21540  4.49303  4.47598  4  1    2018
AFEHAV    1235.97  1.03055    0.202940  0.309100  0  0.30258    4.422  35.777  34.716  0  0  0    193.503  0.152  0.156560  0  0  0    2.09137  4.22952  4.22952  1  1    2007
AFEHOI    1967.2  1.37732    0.134880  0.223660  0  0.2198    1.813  9.218  6.693  0  0  0    181.533  0.067  0.092280  0  0  0    1.92916  4.32948  4.31767  0  0    2002
AFEJAW    1980.4  1.36814    0.140900  0.227100  0  0.22256    1.582  7.991  5.841  0  0  0    191.505  0.071  0.096700  0  0  0    1.87113  4.38452  4.37423  0  0    2002
AFEJEA    7679.14  0.840766    0.437520  0.504020  0.43752  0.50402    770.034  1002.760  1192.670  770.034  1002.76  1192.67    3095.000  0.479  0.403040  3095  0.479373  0.40304    6.53928  6.74384  6.74384  6  2    2002
AFEJEB    1521.79  1.106    0.555940  0.598080  0.55594  0.59808    239.009  1570.580  1420.060  239.009  1570.58  1420.06    827.851  0.492  0.544000  827.851  0.491862  0.544    7.49896  8.38467  8.38467  1  2    2007
AFEJIE    7438.8  0.86793    0.427320  0.500820  0.42732  0.50082    649.952  873.733  1006.685  455.474  612.295  705.465    2950.230  0.457  0.396600  2950.23  0.456949  0.3966    6.47373  6.84530  6.83463  6  2    2002
AFEKAY    4130.29  0.861326    0.366220  0.459340  0.36622  0.45934    197.623  478.472  555.507  0  0  0    1319.790  0.371  0.319540  1319.79  0.370986  0.31954    3.40673  5.19591  5.19591  2  2    2007
AFELII    3851.97  1.4993    0.160580  0.281180  0.16058  0.27776    37.353  96.973  64.678  0  0  0    465.240  0.081  0.120780  0  0  0    2.88766  4.66399  4.65010  1  2    2013
AFENEE    1989.98  1.24906    0.262340  0.344340  0.26234  0.34434    0.479  2.407  1.927  0  0  0    393.459  0.158  0.197720  0  0  0    3.02381  4.10146  4.10146  1  3    2002
AFENUX    1450.86  1.57262    0.220460  0.312320  0.22046  0.31232    0.158  1.091  0.694  0  0  0    257.846  0.113  0.177720  257.846  0.113009  0.17772    3.40166  4.17930  4.17930  1  1    2018
AFIJUX    3613.56  1.02443    0.440580  0.540780  0.44058  0.54078    221.697  613.515  598.882  0  0  0    1218.280  0.329  0.337140  1218.28  0.329099  0.33714    3.83688  5.59221  5.59221  1  3    2018
AFIKAE    3710.6  1.00929    0.478100  0.569480  0.4781  0.56948    290.385  782.584  775.384  290.385  782.584  775.384    1514.590  0.404  0.408180  1514.59  0.404425  0.40818    4.20815  5.97975  5.92087  1  3    2018
AFIKEI    3708.34  1.02565    0.467180  0.558320  0.46718  0.55832    275.180  742.058  723.502  275.18  742.058  723.502    1403.092  0.369  0.378360  1385.44  0.364258  0.3736    4.13303  5.97287  5.96791  1  3    2018
AFIKIM    3616.14  1.06242    0.447900  0.544300  0.4479  0.5443    234.823  649.376  611.226  0  0  0    1258.710  0.328  0.348080  1258.71  0.327631  0.34808    3.93862  5.78288  5.78288  1  3    2018
AFILEH    4115.25  1.07721    0.318980  0.403060  0.31898  0.40306    292.403  710.537  659.607  292.163  709.954  659.066    1199.180  0.271  0.291400  1199.18  0.270513  0.2914    5.18696  5.61166  5.61166  1  1    2007
AFITEP    3017.76  1.06929    0.358900  0.412260  0.3589  0.41226    41.720  138.248  129.290  0  0  0    1030.020  0.319  0.341320  1030.02  0.319203  0.34132    4.03317  4.42830  4.42711  4  1    2009
AFIWAQ    11928.9  1.39297    0.161960  0.226800  0.16196  0.226    258.300  216.532  155.447  191.141  160.233  115.03    1664.800  0.100  0.139560  1664.8  0.100189  0.13956    4.38127  5.63727  4.89371  6  1    2018
AFOFUX    2207.73  2.90971    0.445240  0.488080  0.44524  0.48808    100.576  455.561  156.566  0  0  0    958.422  0.149  0.434120  958.422  0.149197  0.43412    3.95760  4.63635  4.62830  2  2    2009
AFOGAE    1454.44  2.5761    0.327820  0.408620  0.32782  0.40862    22.386  153.917  59.748  0  0  0    343.916  0.092  0.236460  279.223  0.0745236  0.19198    3.48167  5.16816  4.84359  2  3    2009
AFOXAX    1799.89  1.46297    0.188480  0.270780  0.18848  0.22044    38.746  215.269  147.145  0  0  0    311.345  0.118  0.172980  0  0  0    3.21983  6.04485  6.04485  1  1    2018
AFUJUG    1816.09  1.07704    0.536640  0.589500  0.53664  0.58832    258.454  1423.130  1321.330  258.454  1423.13  1321.33    928.278  0.475  0.511140  928.278  0.474576  0.51114    5.81375  7.58056  7.57400  1  3    2002
AFUMIY    31008.4  1.46698    0.209900  0.31376  0.1377  0.31376    594.971  191.874  130.795  0  0  0    5076.080  0.112  0.163700  0  0  0    3.05501  5.25898  5.22489    1  31008.4    2009
AFUWEG    2244.14  1.03028    0.459000  0.532120  0.459  0.53212    236.230  1052.658  1021.727  236.067  1051.93  1021.02    986.926  0.427  0.439780  986.926  0.426857  0.43978    5.12075  5.92032  5.91238  1  2    2018
AGABUF    982.075  1.28766    0.546120  0.592540  0.54612  0.59254    92.071  937.512  728.077  92.0707  937.512  728.077    514.705  0.407  0.524100  514.705  0.407019  0.5241    4.11609  5.18064  5.16026  1  3    2002
AGADIW    5574.81  1.10064    0.255400  0.367100  0.2554  0.3671    68.187  122.313  111.129  0  0  0    1155.770  0.188  0.207320  1155.77  0.188363  0.20732    3.64253  4.63557  4.63012  2  2    2009
AGADOC    5809.99  1.05955    0.299560  0.382960  0.29294  0.3804    145.820  250.981  236.876  0  0  0    1569.970  0.255  0.270220  1569.97  0.255034  0.27022    3.85910  4.63003  4.63002  2  2    2009
AGADUI    5845.94  1.04616    0.305960  0.397840  0.3042  0.39784    189.464  324.095  309.796  0  0  0    1646.690  0.269  0.281680  1646.69  0.269252  0.28168    4.00309  4.93830  4.75436  2  2    2009
AGAFAQ    5942.08  1.03599    0.301000  0.392480  0.29794  0.39248    269.828  454.098  438.321  0  0  0    1664.020  0.270  0.280040  1664.02  0.270311  0.28004    3.98052  5.72308  5.72308  2  2    2009
AGAFEU    6174.33  0.997024    0.324900  0.409100  0.32316  0.4091    594.813  963.365  966.241  594.813  963.365  966.241    1908.110  0.310  0.309040  1908.11  0.309963  0.30904    5.06344  5.60607  5.60607  2  2    2009
AGAFIY    6352.99  0.968985    0.344000  0.426980  0.3334  0.42698    646.629  1017.830  1050.410  646.629  1017.83  1050.41    2032.580  0.330  0.319940  2032.58  0.330181  0.31994    4.61058  5.34805  5.34719  2  2    2009
AGAMAZ    1542.61  1.28477    0.134540  0.300180  0.13454  0.29866    16.673  108.084  84.127  0  0  0    155.803  0.079  0.101000  0  0  0    3.03502  5.20208  5.20208  1  1    2018
AGAREG    1956.46  1.59917    0.146320  0.303640  0  0.30364    1.202  6.143  3.841  0  0  0    219.985  0.070  0.112440  0  0  0    1.43719  4.27431  4.27431  0  0    2009
AGASOR01    2573.21  0.658651    0.638620  0.662600  0.63862  0.6626    398.347  1548.050  2350.340  398.347  1548.05  2350.34    1594.830  0.941  0.619780  1594.83  0.940984  0.61978    4.69580  7.52911  7.48371  1  3    2009
AGASOR    2705.21  0.626513    0.645560  0.667180  0.64556  0.66718    538.070  1989.013  3174.744  538.002  1988.76  3174.34    1712.130  1.010  0.632900  1712.13  1.01019  0.6329    5.17174  7.10376  7.00942  1  3    2009
AGASUX    1602.22  1.16158    0.225800  0.327820  0.2258  0.32782    6.387  39.862  34.317  0  0  0    328.038  0.176  0.204740  328.038  0.17626  0.20474    3.62950  4.37610  4.37610  1  1    2009
AGAWOU    965.581  1.01998    0.597680  0.626180  0.59768  0.62618    132.448  1371.700  1344.830  132.448  1371.7  1344.83    564.730  0.573  0.584860  564.73  0.573404  0.58486    4.44565  5.74458  5.68353  1  3    2002
AGAYAI    6855.03  0.642935    0.675140  0.698240  0.67514  0.69824    1439.080  2099.300  3265.180  1439.08  2099.3  3265.18    4551.460  1.033  0.663960  4551.46  1.0327  0.66396    7.63857  9.65785  9.54814  1  3    2002
AGEDIC    1018.41  1.30954    0.451940  0.534280  0.45194  0.53428    95.253  935.313  714.229  95.2533  935.313  714.229    436.328  0.327  0.428440  436.328  0.327168  0.42844    5.32574  5.57765  5.57765  2  1    2018
AGENPC11    704.059  1.58463    0.386520  0.502860  0  0.50286    0.342  4.859  3.066  0  0  0    185.181  0.166  0.263020  0  0  0    2.38315  4.15292  4.14347  1  3    2004
AGEQEK    8112.07  0.77167    0.583900  0.629400  0.5839  0.6294    1360.820  1677.530  2173.890  1360.82  1677.53  2173.89    4604.250  0.736  0.567580  4604.25  0.735521  0.56758    6.30282  6.97171  6.97171  1  3    2013
AGETUE    1190.65  1.10131    0.620240  0.641760  0.62024  0.64176    127.950  1074.630  975.770  127.95  1074.63  975.77    709.555  0.541  0.595940  709.555  0.541119  0.59594    4.79980  5.85103  5.85103  1  3    2018
AGILEH    3786.76  0.372846    0.713720  0.727260  0.71372  0.72726    887.600  2343.960  6286.680  887.6  2343.96  6286.68    2686.630  1.903  0.709480  2686.63  1.90288  0.70948    8.78865  9.20066  9.19748  1  3    2003
AGIMIN    1193.74  1.0555    0.205980  0.286880  0  0.28438    5.939  49.753  47.136  0  0  0    202.625  0.161  0.169740  0  0  0    1.71232  4.37097  4.32104  0  0    2009
AGIMIO    3750.08  1.62997    0.183000  0.270380  0  0.27038    12.897  34.392  21.100  0  0  0    581.412  0.095  0.155040  0  0  0    1.17559  4.43245  4.35326  0  0    2013
